text_a	label
腦淤血偏癱早期應吃啥藥和飲食 腦出血病多由於動脈硬化和高血壓引起，與日常飲食有密切關系，患者要忌食肥膩食物，堅持長期低鹽（每天不超過3g）、低脂、適量碳水化合物和蛋白質飲食。宜吃植物油、蔬菜、水果及豆制品，忌食膽固醇高的蛋黃、皮蛋和辛辣食物，註意預防便秘。高血脂和血糖患者應努力進行控制和調節，給予低糖和低脂飲食，有煙酒嗜好者，要勸其戒煙酒。為了預防關節攣縮變形，保持肢體於功能位。按關節活動閾進行被動活動，按由健側到患側，由大關節到小關節循序進行，既要註意各方向運動到位，還要註意動作強度，切忌粗暴，以免肌肉損	1
懷孕四十八天未見胎心正常嗎、應該怎麼辦 考慮胚胎停止發育會發育不良建議註意休息，加強營養，過兩周定期複查，必要時清宮	1
懷孕四十八天未見胎心正常嗎、應該怎麼辦 懷孕後一般在37-38天可見孕囊，56天左右可見胎芽，胎芽長到5mm左右可見胎心，你懷孕才48天，未見胎心應該是正常的。建議你最好去醫院做個圍保，及時了解胎兒發育情況。平時註意休息、盡量別受涼、別勞累、多食富含葉酸的食物、遠離電腦、適當到室外散步、調整好身體狀態、為寶寶創造一個良好的發育環境。	1
今年還是3。8號來了月經，至今都沒來月經。 3。8號來了月經，至今都沒來月經，出現月經延期不來，請你先排除懷孕，其次在考慮是婦科炎癥、內分泌失調、壓力過大、寒涼刺激等因素導致的月經不規律。去醫院檢查排除婦科炎癥和懷孕以後，結合藥物調理內分泌保持體內激素平穩。	1
今年還是3。8號來了月經，至今都沒來月經。 建議做早試紙檢查。一般月經超過7-10天早孕試紙才能檢查出來的。檢查如果是2根紅線表示陽性，表示懷孕的可能如果排除懷孕的話，考慮是月經不調，治療月經不調首先得檢查B超及性激素六項明確具體的病因，針對原發病進行治療，然後適當配合一些調經的中藥。註意經期的保暖及休息。	1
今年還是3。8號來了月經，至今都沒來月經。 ，首先要確定是否懷孕，在確定沒懷孕的情況下，你的情況要考慮，內分泌失調或婦科炎癥等情況造成的。治療月經不調首先得檢查B超及性激素六項明確具體的病因，針對原發病進行治療	1
今年還是3。8號來了月經，至今都沒來月經。 女性的月經是受丘腦－垂體－卵巢性腺軸的調節。精神因素、情緒波動、環境的改變、妊娠、年齡、疾病、藥物，以及營養狀況等因素，所有導致引起這一性腺軸的功能異常的因素，都可以導致出現月經異常。建議及時到正規醫院婦科檢查，如腹部子宮附件B超、內分泌功能，化驗HCG等確診	1
今年還是3。8號來了月經，至今都沒來月經。 月經延期不來，首先要確定是否懷孕，，其次在考慮是婦科炎癥、內分泌失調、壓力過大、寒涼刺激等因素導致的月經不規律。治療月經不調首先得檢查B超及性激素六項明確具體的病因，針對原發病進行治療	1
臉上出現紅疹我就是用圍巾勒住了脖子，過會臉上就出現了紅疹還有點發紫，在這之前吃過牛肉也不知道是過敏還是怎麼了。 治療可用2％~3％的硼酸，開水沖開，用比較幹凈的紗布或消毒棉簽蘸上少許，塗抹在患處。中藥可用金銀花20克、蒲公英20克，熬成水，晾涼後過濾，用涼濕毛巾蘸一點，緩緩擦敷患處。平時多補充維生素C、B1、B6，可適當讓寶寶喝點橘子汁。	1
馬蹄足外翻屬於腦癱吧？患者是男孩子，現在9個半月，剛學走路，但是走不好，左腳腳尖墊地，後來去醫院檢查說是馬蹄足。不知道是否跟腦癱有關係，要怎麼治療才能像正常人那樣走路呢？馬蹄內翻足手法驕正有多大效果呢？ 可能是先天性的癥狀，一般情況下建議及時的外科檢查試試，也是很重要的，腦癱也是可能會有關系的。	1
我昨晚拉肚子拉水像這樣的情況怎麼辦最好呢，謝謝醫生 初步考慮大概是胃腸功能紊亂建議給予氟哌酸及蒙脫石散/複方是酸乳桿菌片調節，註意腹部保暖，易消化飲食，必要的話化驗大便	1
肝臟部位疼痛，專家診斷為肝氣痛，請問吃啥藥效果最好 胃炎引起的癥狀，一般會引起右側腹部疼痛和發脹等癥狀:你的情況我建議首先就要註意休息，清淡溫熱飲食，少吃多餐，建議服用阿莫西林膠囊和奧美拉唑膠囊和西沙必利片和維生素B12治療，不要吃辛辣食物很重要	1
肝臟部位疼痛，專家診斷為肝氣痛，請問吃啥藥效果最好 建議最好采用中藥配合心理治療可以達到很好的治療效果，中藥可以起到調理情緒，醒腦開竅、疏肝滌痰、調理氣血，調整機體的臟腑功能及平衡陰陽的作用。中藥副作用小、標本兼治。同時配合心理治療從根本上治療疾病，才能取得滿意的治療效果，疾病反複發作的原因就是沒有治療心理因素，只有去除心理因素，才能達到根治。祝早日康複	1
肝臟部位疼痛，專家診斷為肝氣痛，請問吃啥藥效果最好 肝炎患者采用中醫辯證施治，有一定的效果。總之，肝炎患者應忌用各種可能損害肝臟的藥物。	1
缺鐵性貧血吃什麼食物補血缺鐵性貧血吃什麼食物補血，我打算食補和藥補一起來補血，現在已經開始吃補鐵的鐵之緣片一個多星期了，食補方面哪些食物效果最好呢？ 缺鐵性貧血可以多吃些補鐵的食物，如豬肝、雞鴨肝、豬血、雞鴨血、海帶、紫菜、蛋黃、牛肉、櫻桃、紅棗、紅衣花生等食物。缺鐵性貧血主要的治療方法是服用鐵劑治療，可以服用鐵劑鐵之緣片，鐵之緣片獨特的配方，補鐵安全無腸胃刺激、服用口感舒適無鐵腥味。是缺鐵性貧血的專屬鐵劑，推薦服用。	1
缺鐵性貧血吃什麼食物補血缺鐵性貧血吃什麼食物補血，我打算食補和藥補一起來補血，現在已經開始吃補鐵的鐵之緣片一個多星期了，食補方面哪些食物效果最好呢？ 缺鐵性貧血主要是由於鐵攝入不足或者需求量增多導致，可出現面色蒼白，指甲粗糙，毛發幹燥，心慌等癥狀。平時多食用含鐵量豐富的食物如動物肝臟，動物血，海帶，紫菜，魚肉等，同時可口服富馬酸亞鐵，或者硫酸亞鐵及維生素C片治療。	1
"住院前急性腎小球腎炎浮腫血壓高血尿頭痛發？住院前急性腎小球腎炎浮腫血壓高血尿頭痛發燒。保定住院兩週出院後一週驗了個尿血尿4個加號是不是沒好怎麼治療 急性腎小球腎炎常簡稱急性腎炎。廣義上系指一組病因及發病機理不一，但臨床上表現為急性起病，以血尿、蛋白尿、水腫、高血壓和腎小球濾過率下降為特點的腎小球疾病，故也常稱為急性腎炎綜合征。治療急性腎小球腎炎目前比較好的方法是：血液光氧活腎療法。""血液光氧活腎療法""通過自身血液的氧化處理，來修複腎組織，激活機體中的粒細胞，增強粒細胞的吞噬功能，從而清除腎內沈積的免疫複合物，疏通血管內凝血，最終修複受損乃至壞死的腎小球、腎小管及腎間質，使其恢複正常功能。再配合疏通經絡、調暢氣機、修複臟器"	1
我懷孕48天剛知道以前還想是胃病犯了，結果檢查是懷孕了，能影響胎兒嗎 如果你現在檢查胎兒一切都正常，並且你也沒有什麽不適癥狀，那麽考慮沒有什麽問題，放心好了。建議你現在要註意休息和營養，不要過於勞累，不要亂用藥，以免對胎兒不好。	1
我左邊腰疼，腰以下坐骨神經痛，到腳踝以上。請問專家該如何治療為好？ 考慮是腰間盤突出壓迫神經造成的，最好及時拍片檢查，明確後及時針灸按摩，同時建議最好牽引，可以改善的。	1
懷孕7個月，我陰道很癢還有跟豆腐渣一樣的液體流出，請問是什麼婦科病，會影響胎兒嗎？ 陰道癢有豆腐渣樣的白帶，應該可能是黴菌感染了，現在是可以陰道塞藥來治療的。陰道用藥，可以選擇：達克寧、克黴唑和硝夫太爾制黴菌素膠囊。外陰擦藥，可以選擇：克黴唑軟膏和達克寧霜。	1
"腎虛吃什麼藥。腎虛吃什麼藥。腎虛吃什麼藥。腎虛吃什麼藥。 腎虛是通過中醫辨證證明的，而儀器檢查不出。如果確認為腎虛還需分腎陽虛與腎陰虛對待。腎陽虛的癥狀為腰酸、四肢發冷、畏寒，甚至還有水腫，也就是說表現為""寒""的癥狀，性功能不好也會導致腎陽虛。腎陰虛的癥狀為""熱""，主要有腰酸、燥熱、盜汗、虛汗、頭暈、耳鳴等。腎陽虛可以吃狗肉、羊肉、韭菜、泥鰍來進行食補，藥物則有腎寶、玉蓯蓉、金匱腎氣丸、右歸丸等。腎陰虛可以吃哈士膜，黑木耳，黑芝麻，小核桃等進行食補，藥物建議你口服六味地黃丸"	1
懷孕7周，吃了抗宮言片，對寶寶好不好 在懷孕期間，服用治療婦科炎癥藥物，可能影響胎兒正常發育和生長的。建議謹慎服用消炎藥物為好，如果身體有婦科炎癥，可以使用潔爾陰或婦炎潔清洗殺菌治療為好。	1
懷孕6個月羊水過少應該怎麼辦 你的情況是屬於孕期羊水過少的情況，正常情況下羊水最深是5cm-8cm，正常羊水指數是8cm-18cm。:你的情況我建議你多喝水，避免勞累，建議多吃水分多的青菜水果，少吃味濃濃度高的食物，如臍橙、鹹鴨蛋等要少吃，多吃開水，會多起來的	1
懷孕6個月羊水過少應該怎麼辦 羊水過少的治療也要先查明發病原因。如果羊水過少，胎兒經檢查無畸形，孕婦沒有嚴重並發疾病，可在大夫的指導下，通過快速飲水的辦法增加羊水量。凡足月未臨產而又屬缺乏羊水的孕婦，可在2小時之內飲水2000毫升（約4碗水），如果仍然達不到要求，還可重複上述辦法。這種辦法安全，有效，簡便，易行，也沒有副作用，可在大夫的指導下進行。	1
懷孕6個月羊水過少應該怎麼辦 妊娠晚期羊水量少於300ml者，稱為羊水過少，羊水過少會嚴重影響圍生兒的預後要引起重視。妊娠期發現羊水過少如果明確合並胎兒畸形者，需要立即終止妊娠。羊水過少對胎兒危害較多，孕婦如發現自己的腹部增長不明顯或胎動異常，應及時到醫院檢查，在醫生指導下進行必要的治療。羊水過少的孕婦可以多喝水來增加血液循環，多吃蔬菜、水果。註意要臥床休息。	1
我老婆懷孕兩個多月了，能做愛射精嗎？ 懷孕早期第1，2，3個月的時候和後期第7，8，9個月的時候不要同房，懷孕中期4。5。6可以同房的，但是動作不要太粗暴。否則都可能導致流產的可能的	1
我老婆懷孕兩個多月了，能做愛射精嗎？ 一般女性在懷孕前三個月和後三個月期間是不可以性生活的。因為前三個月性生活會流產。後三個月性生活會早產。中間三個月是應該沒什麽大問題。不過盡量采用側式體位。因為這個時候子宮內的羊水是很多的，而羊水膜的話是比較薄的，如果說你這個時候有性生活的話，那麽有可能會導致羊水破裂，這樣就會流產的	1
我老婆懷孕兩個多月了，能做愛射精嗎？ 懷孕期的性生活不是被禁止的，健康而適度的性生活不僅是可以的，還能大大增進你和丈夫的親密感情。而且懷孕後不必擔心避孕的問題，可以使夫妻更放松，提高了兩人的性感，可能更能體驗到房事的快樂。害怕性生活對胎兒造成危害是沒有科學根據的。由於你的寶寶生活在一個有很厚壁的子宮腔里，周圍又是溫暖的羊水，羊水可以減輕震蕩和搖擺，所以你不必擔心你的寶寶會受到幹擾。你的子宮頸在孕期是緊閉的，而且還有許多黏液封閉著，能夠防止病原菌的侵入。但你應該了解孕期性的一些變化，絕不可因性生活而影響妊娠。據專家介紹：懷孕	1
我老婆懷孕兩個多月了，能做愛射精嗎？ 從受孕到妊娠的最初三個月，是胚胎的初始發育階段，胎盤尚未形成，胚胎附著在母體子宮內並不牢靠，如果一不小心，往往容易掉下來，造成流產。所以，在妊娠的頭三個月里最好不要性交，尤其是婚後多年不孕和曾經有過自發流產史的婦女。至於習慣性流產（懷孕3次以上均流產者）的婦女就更應絕對避免性交。	1
我老婆懷孕兩個多月了，能做愛射精嗎？ 一般建議懷孕早期第1，2，3個月的時候應避免性交。由於胚胎正處於發育階段，特別是胎盤和母體子宮壁的連接還不緊密，如果性交，很可能由於動作的不當或精神的過度興奮時的不慎，使子宮受到震動，很容易使胎盤脫落，造成流產。在懷孕中期4。5。6可以性交，但是註意體位以不壓迫女方腹部為宜，應有所節制和改變性交方法。動作不要太粗暴。否則也可能導致流產的可能的。懷孕後期第7，8，9個月的時候不要同房，否則可能導致早產。	1
我老婆懷孕兩個多月了，能做愛射精嗎？ 是可以的。不過為了安全著想懷孕期間還是少同房，前3個月是流產期後3個月是早產期:但次數不要過頻，動作不要太粗暴。妊娠期的危害主要有，易導致子宮收縮引起流產，2，有可能造成產前，產時和產後感染妊娠中期如偶有性生活，應註意以下兩點：（1）註意性器官的清潔，性交前男女方都必須清洗外生殖器。（2）註意克制，尤其丈夫的動作不能粗暴，最好能避免男方在上的性交體位。	1
我老婆懷孕兩個多月了，能做愛射精嗎？ 一般在懷孕前三個月不允許同房，容易引起流產，因此，建議你最好不要在此期間同房為好	1
全部症狀：臀部兩邊延長到腳後跟兩側肌肉痠痛發病時間及原因：2011年2月11號到現在治療情況：在私人診所打針過但沒有效果 朋友別擔心，這種情況可以采取按摩和針灸來治療可以了，你放心	1
鼻炎快十年了，主要症狀，鼻塞，流鼻涕，有時候頭暈頭疼，記憶力很差，去醫院檢查，那醫生說，變應性鼻炎，鼻竇炎，鼻中隔彎曲，上月十六號做了手術。請問下我這種情況是不是不應該做手術的？ 鼻炎主要是鼻腔黏膜和粘膜下組織炎癥的感染引起的，一般治療可以口服息斯敏，撲爾敏，慢性鼻炎可服霍膽丸也可使用中藥治療，如針灸等方法，同時可以選用外科治療手術激光等，平時註意多喝水，室內通風，註意休息，出門帶口罩，飲食清淡等。	1
全部症狀：胸部以下沒有知覺。發病時間及原因：2010年10月15日16時。拉剛割完的黃豆，四輪車車斗發生側翻，人從車斗上面摔到下面深溝，頭部朝下摔下，從高處到低處的距離大約4米。治療情況：增強營養，體溫略高，暫時還沒手術。（計劃2010年10月18日手術。） 這樣的話，要看損傷的程度和是否形成壓迫確定是否需要手術的，最好是進一步咨詢你的主治醫生	1
鄧醫生我挖了好多的蒲公英，不知怎麼弄（蒸還是晒乾）藥效最好？ 蒲公英可以當做蔬菜來說，各種做法都可以的。如果身體不適建議去看醫生，如果是保健用，隨便怎麽吃都可以。	1
鄧醫生我挖了好多的蒲公英，不知怎麼弄（蒸還是晒乾）藥效最好？ 蒲公英性寒，具有清熱解毒。利尿消腫的功效，即可全草入藥，也可根類直接入藥。蒲公英既然性寒，具有利尿的功效，自然生用、新鮮用最為合適，DNA如果長期放置留著以後用的話，可以直接曬幹即可。無須蒸煮。在中國藥典項下對此藥的炮制也是生曬即得。	1
做B超沒有做出來，做了血才做出來，我想問問是不是宮外孕，有時候還肚疼: 宮外孕，由於女性身體較虛弱，常易出汗。因此應補充水分，減少水分蒸發量。汗液中排出水溶性維生素較多，尤其是維生素B1、維生素C、維生素B2，因此，應多吃新鮮蔬菜、水果。忌食刺激性食品，如辣椒、胡椒、酒、醋、姜等，這類食品均能刺激性器官充血，增加月經量，也忌食田螺、螃蟹、河蚌等寒性食物	1
春夏季女子身體發出刺鼻臭味哪裡治痔瘡春夏時節，身體有刺鼻臭味，類似於汗臭或腳臭、塑料臭味。人多時尤其明顯，但婦科檢查均正常，不知是什麼部位引起的 主要看你癥狀，輕微需要調節飲食、忌食辛辣。行溫水坐浴，保持衛生。用藥主要是一種栓劑（在此不做廣告）。若是經常脫出，需要進行手術治療。建議還是門診檢查，不必過於緊張。%55%痔瘡的發生並非由細菌或病毒感染而引起，而是因各種原因引起的直腸肛門部位粘膜及肌層的靜脈回流障礙、淤積、曲張所致，與病毒及細菌感染無任何直接關系。。患有痔瘡應多吃清淡的，富含纖維的食物，少吃辣椒、生姜、大蒜、花椒等物，不要吃發的食物，比如海鮮、狗肉等，多攝取水分及纖維。。	1
大姨媽來半個月都沒有完？我有2個月都是一樣來大姨媽來了半個月正常那幾天多過了那幾天就每天都有一點點而且還有白帶帶血乾淨後還有異味 大姨媽來半個月都沒有完如果你在月經期排出大量的血有塊，或者是發生血崩，你就有月經過多的毛病。月經周期的激素發生紊亂，常會引起月經過多的問題。子宮肌瘤，盆腔感染或罕見的子宮內膜異位等疾病都會引起月經過多。子宮內放置避孕裝置也會引起這種毛病建議去醫院做進一步做具體檢查確診，b超和激素的檢查，你可能是有激素的紊亂，建議你服用黃體酮的調節，以便對癥治療。	1
大姨媽來半個月都沒有完？我有2個月都是一樣來大姨媽來了半個月正常那幾天多過了那幾天就每天都有一點點而且還有白帶帶血乾淨後還有異味 月經淋漓不凈，與內分泌激素失調有關，同時生殖道炎癥也有一定的影響。你應在月經來潮的第三天或月經來潮的二十天後，做女性激素的檢查。月經幹凈後化驗白帶，檢查致病菌。	1
大姨媽來半個月都沒有完？我有2個月都是一樣來大姨媽來了半個月正常那幾天多過了那幾天就每天都有一點點而且還有白帶帶血乾淨後還有異味 月經初潮後長則數年內才會建立規律的月經周期，尤其是在青春期是很容易發生月經失調的，與神經內分泌機制沒有發育成熟有關，不用過於擔心。如果長時間出血不止，可以到醫院檢查一下，針對性的調理治療，避免發生繼發性貧血等。	1
大姨媽來半個月都沒有完？我有2個月都是一樣來大姨媽來了半個月正常那幾天多過了那幾天就每天都有一點點而且還有白帶帶血乾淨後還有異味 月經長時間不止有可能是激素紊亂等原因引起的，最好是去醫院做個激素檢查，確定一下。最好是先吃點宮血寧試試，多吃點補氣補血的中藥或食物，多吃點營養品，保持好心情。	1
因患有腰椎間盤突出，右腿疼痛，晚上睡覺時一夜雙腳冰冷。怎麼治療？可能患什麼病 這個情況的話，主要考慮是椎間盤引起的，這個考慮用牽引+檢查個CT看看突出的情況如何，才好進行判斷	1
脊椎骨l1壓扁性骨折？脊椎骨l1壓扁性骨折怎樣能好。 對於胸十一壓縮性骨折，以前的治療方法主要是保守治療，如果出現脊神經損傷或者椎管變形，那麽就需要手術治療。保守治療的方法主要是臥床休息，同時補鈣治療。現在有一種較新的治療方法，就是用手術的方法進行治療，簡單點說，就是利用球囊對壓縮性骨折的部位進行擴張，然後註入骨水泥來幫助恢複。這種方法效果比較好。但費用可能較高。	1
脊椎骨l1壓扁性骨折？脊椎骨l1壓扁性骨折怎樣能好。 胸椎骨折通常是有外傷引起，註意有無神經壓迫癥狀，如果神經壓迫癥狀的話，建議手術治療，如果沒有可以保守治療，臥硬板床	1
"出生20多天的寶寶肚子咕咕叫，還總放屁，放屁時？出生20多天的寶寶肚子咕咕叫，還總放屁，放屁時表情還很難受，請問是怎麼回事啊。 孩子肚子咕咕響，可能是腹部受寒了，這可外帖丁桂兒臍貼試試看。可以服用複方胰酶散調理，註意腹部保暖，乳母禁忌生冷食物"""	1
出生20多天的寶寶肚子咕咕叫，還總放屁，放屁時？出生20多天的寶寶肚子咕咕叫，還總放屁，放屁時表情還很難受，請問是怎麼回事啊。 孩子的情況考慮是腸道菌群失調引起的，可以服用媽咪愛來調理一下，如果作用不佳，需要到醫院檢查治療．	1
我女兒得了急性喉炎該用什麼方法治療呢需要付點什麼藥見效快 咽喉炎。沒有特效的辦法。關鍵是保養。不大聲講話和歌唱。積極預防感冒。應該禁煙，酒，不吃辛辣食物。急性疼痛期間口服琥乙紅黴素片消炎治療，含化華素片。嚴重的輸液抗炎治療。吃些牛黃解毒丸也行，關鍵是平常一定要多喝水。	1
