text_a	label
Is rhinitis curable in children? How to treat snoring and airtight nose?At present, physical therapy and surgery can only relieve symptoms, mainly relying on self-maintenance and enhancing body immunity and resistance to effectively prevent recurrence. It is recommended to use Lingkun ointment (rhinitis paste), use acupoint medicine, combined with acupuncture and moxibustion Based on the principle of medicine, the patch contains medical magnetic powder + pure Chinese medicine extract preparation, which can reduce inflammation and pain, improve discomfort, enhance the vitality of body cells, and improve the treatment of diseases.	1
Is rhinitis curable in children? How to treat snoring and airtight nose?Rhinitis will cause nasal congestion, runny nose, nasal itching, throat discomfort, cough and other symptoms. It is recommended to take antihistamine Minqi and Chinese patent medicine Xinqin Granules orally, wear a mask every day, drink plenty of water and eat a light diet to avoid getting angry.	1
Is rhinitis curable in children? How to treat snoring and airtight nose?, It is recommended that you prevent colds, oral anti-allergic drugs such as: ketotifen nasal comfort, serious plus hormones. In addition, we must pay attention to getting rid of allergens, which are all factors that make you aggravated. It is best to wear a mask in winter and in the morning. Avoid exposure to cold air. In addition, find out whether there are factors that may cause allergies in your home, and avoid contact as much as possible, such as perfumes, flowers, paints, mosquito coils, decoration materials, insecticides or air fresheners, and clothing that may be allergic. Or if you pay attention to observe what you touch and aggravate or induce it, you should be careful not to touch it in the future. Avoid going to the suburbs as much as possible, where plant pollen is abundant. Be sure to check out allergies. you might as well do a allergen test. Only by avoiding contact or desensitizing treatment after finding out can it be fundamentally controlled.	1
Is rhinitis curable in children? How to treat snoring and airtight nose?Rhinitis is mostly caused by exogenous cold, poor resistance and other factors. In terms of drug treatment, it is recommended to use cephalexin capsules and Qianbaiyan tablets, or Dibijing for treatment. Eat more fruits and vegetables to supplement vitamins, and actively exercise to increase The body's resistance can often be wronged. The Yingxiang acupoint on both sides of the nose has a certain relief effect	1
Pneumonia, bronchitis, cough. Some time ago, the checkup said it was pneumonia. I was given water for a week, and then forwarded bronchitis. The doctor said to take medicine to control it. I can't rush it. Now I always cough occasionally, but I have repeated fever. I don't know what to do.Tracheitis is an inflammatory change of the trachea and bronchus mucous membranes caused by infection or non-infection factors, causing increased mucus secretion. Clinically, it is characterized by long-term cough, expectoration or wheezing. It is recommended to improve the living environment, not too hot or too cold , Air conditioning and heating should be properly opened, and attention should be paid to timely adjusting the temperature by using exhaust fans or opening windows to keep the indoor air fresh and the temperature difference between indoor and outdoor not too large. At the same time, when entering and leaving the room, it is necessary to add or subtract clothes in time to adapt to environmental changes and prevent accidents.	1
Hepatitis B vaccine question? When I was pregnant, I heard people say that children should be vaccinated after birth, so that certain diseases can be prevented, but we are in the countryside, so we can’t afford the hepatitis B vaccine. It seems that this vaccine is a must You need to be vaccinated, otherwise you will get hepatitis B, so what is the principle of this vaccine? What is the principle of hepatitis B vaccine?The principle that hepatitis B vaccine can prevent hepatitis B is simply: hepatitis B vaccine is actually to prepare some effective proteins on the surface of hepatitis B virus. After these proteins are inoculated into the human body, immune cells will produce antibodies to fight against hepatitis B virus, and the vaccinators themselves will not be infected. Infect. When the human body is exposed to the hepatitis B virus again, it will clear the virus and resist infection.	0
Doctor, I have some symptoms of kidney yin deficiency, such as dizziness, tinnitus, soreness of waist and knees, chills, high blood pressure, nephritis, fatty liver, can I take Liuwei Dihuang Wan, thank youThe symptoms you mentioned are mainly caused by kidney yin deficiency. I suggest you use Zhibai Dihuang Pills and Zuogui Pills for better treatment.	0
Female 41, large and small row abnormality Down's syndrome amniocentesis is normal, but she has taken drugs banned for pregnant women for a period of time before, is it possible to have low IQDrugs may affect the development of embryos, but it is not absolute, just pay attention to the pregnancy test.	1
In the morning and when I am hungry, I have severe pain in the abdomen and back, and I often hiccup, is it a stomach problem?Consider your symptoms may be a duodenal problem. The typical manifestation of duodenal ulcer is pain before meals. It is recommended that you undergo gastroscopy and consider symptomatic treatment after diagnosis.	0
In the morning and when I am hungry, I have severe pain in the abdomen and back, and I often hiccup, is it a stomach problem?Hiccups are caused by spasm and contraction of the diaphragm. This is a normal physiological phenomenon and has something to do with diet and emotions. You can press the Shaoshang acupoint when you are hiccupping, and the soreness should be improved. If this is the case for a long time, you should go to the hospital for an examination in time, and it cannot be ruled out that it is related to gastrointestinal, liver and gallbladder problems.	0
Will mild cervical erosion and irregular menstruation affect infertility?Mild cervical erosion Cervical erosion is relatively common, and it is related to factors such as unhygienic sex life. Generally, it is relatively mild and can be treated conservatively, and severe cases require surgery. It is recommended to adjust for a period of time, if there is no improvement, go to a regular hospital for diagnosis and treatment in time	0
Will mild cervical erosion and irregular menstruation affect infertility?Today is only the 8th, which means that your menstruation has been delayed by 7 days. It is not completely sure at this time, but the possibility of conceiving is small. Let’s wait. Using contraceptives will affect menstruation. Check again in two days	0
I am very young but have noticeable eye bags, puffy eyesThe occurrence of these symptoms is mainly considered to be caused by nephritis, which can cause poor water drainage and edema. In addition, poor sleep can also cause this situation.	1
I am very young but have noticeable eye bags, puffy eyesThere are many reasons for the formation of bags under the eyes, and bags under the eyes are puffiness of the lower eyelids. There are many reasons for the formation of bags under the eyes. Genetic factors, age factors, kidney disease, lack of sleep, and pregnancy can all cause fluid accumulation in the eyelids and form bags under the eyes. In addition to finding out the cause and treating the symptoms of bags under the eyes, you should also pay attention to the following aspects: 1. Ensure adequate sleep, improve sleep quality, and drink less water before going to bed. ⒉ Massage the eyelids frequently to promote blood circulation. ⒊ Eat more foods rich in vitamin A and B, such as: carrots, potatoes, soy products and animal liver. ⒋When making up, the color of the bags under the eyes should be consistent with the color of the face, and do not apply bright colors. 5. You can try using cucumber and apple slices as an eye mask, which can relieve some.	0
Frequency of fetal movement If there is hydrocephalus, is the fetal movement as frequent as that of a normal fetus or a little slower?Frequent fetal movement is a manifestation of fetal hypoxia. Nothing to do with hydrocephalus. Fetuses with hydrocephalus do not necessarily have frequent fetal movements. If there is hydrocephalus in b-ultrasound examination. It is recommended to do a four-dimensional color Doppler ultrasound after 22 weeks of pregnancy. If the four-dimensional color Doppler ultrasound is diagnosed as deformity. It is recommended that you be hospitalized for induction of labor as soon as possible. Eugenics. Pregnancy again after half a year of contraception. Oral folic acid in advance before the next pregnancy, for a detailed pre-pregnancy examination.	0
What medicine is good for mild hyperthyroidism? What medicine is good for mild hyperthyroidism.Hyperthyroidism (referred to as hyperthyroidism) is a group of common endocrine diseases caused by excessive secretion of thyroid hormones caused by various reasons. The main clinical manifestations are hypermetabolic syndromes such as hyperphagia, weight loss, heat fear, hyperhidrosis, palpitations, and emotional irritability, increased nerve and blood vessel excitement, and varying degrees of goiter, proptosis, hand tremor, tibial vascular murmur, etc. It is characterized by hyperthyroidism, severe hyperthyroidism crisis, coma or even life-threatening. It is recommended that you go to the hospital for treatment.	1
What medicine is good for mild hyperthyroidism? What medicine is good for mild hyperthyroidism.According to your medical history, if the patient has hyperthyroidism, it is generally caused by hormone secretion disorder in the body. Generally, this disease is mainly caused by excessive secretion of thyroxine in the body, so it is generally mainly to inhibit the secretion of thyroxine by the thyroid gland, thereby reducing seizures. Common drugs include methylthiouracil and so on.	0
What medicine is good for mild hyperthyroidism? What medicine is good for mild hyperthyroidism.Hyperthyroidism is a systemic disease, and there may be abnormalities in all systems of the body. Take toxic diffuse goiter as an example. The characteristic clinical manifestations include hyperphagia, hunger, weight loss, weakness, heat intolerance, hyperhidrosis, moist skin, fever, diarrhea, agitation, restlessness, Insomnia, rapid heartbeat, irregular heartbeat in severe cases, enlarged heart, and even heart failure. Mere drug treatment cannot completely cure hyperthyroidism, it can only control the disease. And long-term drug treatment has a certain impact on the liver. Therefore, from a safety point of view, it is more recommended to take immune factor combination therapy. Suggestion: patients with hyperthyroidism are prone to lack of vitamins and minerals. During the treatment of hyperthyroidism, the use of certain antithyroid drugs will lead to a decrease in white blood cells, so	0
What medicine is good for mild hyperthyroidism? What medicine is good for mild hyperthyroidism.For the treatment of hyperthyroidism, only targeted drugs and the dosage of treatment should be selected based on the reference of the thyroid function inspection report. Generally, a course of drug treatment lasts for about 2 years, and the thyroid function relapses regularly during one month. Adjust the treatment according to the situation. If the dosage is too small, it is easy to relapse, and if the dosage is too large, it will lead to hypothyroidism, and patients with poor compliance are prone to relapse. It is recommended to go to the hospital to choose the appropriate treatment method and standardized treatment under the guidance of a doctor.	1
There is a slight tearing pain in the lower part of the left chest, one or two seconds at a timeIf chest pain occurs, it is recommended to first check whether there is a lung infection, pleurisy, tuberculosis, and pneumothorax. In addition, it is also possible to consider whether there is the possibility of intercostal neuritis and costochondritis. Sometimes it is also necessary to pay attention to peptic ulcer and pancreatic disease may also cause this phenomenon, and also pay attention to check whether there is a problem with liver and gallbladder B-ultrasound and liver function. Also do an electrocardiogram to check whether there is the possibility of myocardial ischemia.	0
The little toe of the left foot feels uncomfortable, I can't say that kind of feeling. It feels so heavy on the little toe.It may be peripheral neuritis. It is recommended to keep warm and not wear tight shoes. You can take vitamin B1 tablets orally and soak your feet in hot water for treatment	0
The little toe of the left foot feels uncomfortable, I can't say that kind of feeling. It feels so heavy on the little toe.This is considered to be a manifestation of calcium deficiency. You can test it in the hospital, take Caltrate or Leli calcium supplements, supplement calcium and vitamin D at the same time, and eat more dried shrimps and milk.	1
The little toe of the left foot feels uncomfortable, I can't say that kind of feeling. It feels so heavy on the little toe.The general situation is often caused by neuritis or spondylosis. In general, this kind of situation can often be treated with traditional Chinese medicine, massage, physical therapy, acupuncture and so on. In this case, pay attention to maintenance. Do not tired of the cold.	0
The little toe of the left foot feels uncomfortable, I can't say that kind of feeling. It feels so heavy on the little toe.This situation may be peripheral neuritis. It is recommended to keep warm and not wear tight shoes. You can take vitamin B1 tablets orally and soak your feet in hot water for treatment.	1
Drowsiness, memory loss, thick blood, which test should be doneYour situation is mostly caused by factors such as overwork and emotional distress. In terms of treatment, it is recommended to use Anshen Bunao Liquid or Qiye Shen'an Tablets for treatment. To maintain a comfortable mood and avoid emotional irritability, arrange your work and rest time reasonably, and actively exercise to increase the body's resistance.	1
What's wrong with my heart throbbing about two inches below my chest?EKG and echocardiography are required in time.	0
Two years ago, I was admitted to the hospital because of low back pain. The result of the examination was that the lumbar degenerative changes were detected. Because I am a construction worker, I didn’t care about it. Now the pain is getting worse. What should I do:It is mainly due to the loss of kidney qi, blockage of tendons, and stasis of meridians. It is recommended that you use traditional Chinese medicines Chuanshanlong, Xuedanhua, Xuegan, frankincense, myrrh, raw land, Chuanxi Guiwei, Chuanxi safflower, Chuanxiong, red peony, white Peony root, Panax notoginseng, peach kernel, wolfberry, rehmannia glutinosa, Achyranthes bidentata, dog ridge, Cynomorium cynomorium, monk head, sheepskin leaf, rhizoma drynaria, Aconitum aconiti, Aconite, Cyperus cyperi, turmeric, Zhengjinqi, deer Contain grass etc. to cooperate with treatment, quick effect, curative effect is definite. The combined use of these medicines can nourish the liver and kidney, replenish essence and marrow, strengthen tendons and bones, dredge meridians and activate collaterals, reduce swelling and relieve pain, so as to achieve the goal of treating both symptoms and root causes.	1
Do children have convulsions when they have a fever but are in good spirits?If the child has a fever, if the body temperature is too high, exceeding 39 degrees, the possibility of convulsions may increase, and if it does not exceed, it will generally not occur. Now actively treat the fever and avoid hyperthermia, which can prevent convulsions. It is recommended to treat with antipyretics such as ibuprofen granules.	1
Muscle swelling and pain in the right calf muscle when standing or walkingConsider this condition possibly due to poor circulation in the lower extremities or myofasciitis. It is recommended not to stand for a long time, exercise properly, you can use your safflower boiled water to soak your feet, massage and acupuncture, or take Chinese medicine for treatment.	0
Five days after having intercourse, how to check whether there is no birth control pill during pregnancy and only ejaculate in the frontGenerally, a blood test HCG test can be done at the earliest one week after sexual life to determine whether you are pregnant. The test paper test needs to be accurate after 14 days of sexual life. The B-ultrasound can only detect the gestational sac after 6 weeks of pregnancy, and the early pregnancy reaction will not appear until about 40 days after menopause.	0
Five days after having intercourse, how to check whether there is no birth control pill during pregnancy and only ejaculate in the frontIf you have intercourse during ovulation, it is easy to conceive. Judging from the situation you have described, if you do not take contraceptive measures, it is best to go to the drugstore to buy a pregnancy test paper and test it. Don’t worry too much. You can observe a few God, wait for menstruation to come, if you are really worried, you can go to the pharmacy to buy a pregnancy test paper or go to the hospital for an HCG test	0
Five days after having intercourse, how to check whether there is no birth control pill during pregnancy and only ejaculate in the frontAfter the menstrual cycle is delayed for 7 days, it can be detected with early pregnancy test paper. Two red lines on the test paper indicate positive, that is, pregnancy. In addition, after 10 days of sexual life, you can go to the hospital for a blood HCG test, which is the most accurate way to check for pregnancy	1
Five days after having intercourse, how to check whether there is no birth control pill during pregnancy and only ejaculate in the frontIf you can’t check it out now, you can test it with early pregnancy test strips in a few days, or go to the hospital for a blood test. Generally, you can use the early pregnancy test strips for testing 10 days after intercourse or go to the hospital for blood tests to accurately know whether you are pregnant. The most common sign of pregnancy is menopause. If your menstruation is regular and you have sex without taking contraceptive measures, you should suspect pregnancy when your menstruation is 10 days overdue. If menstruation is not allowed at ordinary times, you need to check other symptoms. After menopause, symptoms such as dizziness, fatigue, lethargy, chills, loss of appetite, varying degrees of nausea, partial eclipse, preference for sour food, or aversion to greasy and special smells will appear. Some people's appetite and hobbies will change, and severe cases may also Vomiting, possibly breast tenderness, dark and tingling nipples and areolas, and urine	1
Fainting, fecal incontinence The pressure is probably in the early morning, and my mother suddenly fainted and fecal incontinence when she went to the bathroom. What are the symptoms?Syncope, fecal incontinence, more common cerebrovascular diseases, such as cerebral hemorrhage, high blood pressure is the cause. It is recommended to see a doctor in the Department of Neurology, and follow the doctor's prescription after a clear diagnosis to actively control the primary disease.	0
Patient information: 17-year-old female, Beijing high pressure 111 low pressure 64, 17 this year is quite chubby, I thought fat would have higher blood pressure, is it because of being younger? Is my blood pressure normal? Is it low? Previous treatment and whether there is any history of allergies and genetic diseases: my mother's family has a history of hypertension and diabetes, and my father's family's blood pressure is low and normalFor your situation, it is recommended that you do more exercise and diet at the same time	1
Patient information: 17-year-old female, Beijing high pressure 111 low pressure 64, 17 this year is quite chubby, I thought fat would have higher blood pressure, is it because of being younger? Is my blood pressure normal? Is it low? Previous treatment and whether there is any history of allergies and genetic diseases: my mother's family has a history of hypertension and diabetes, and my father's family's blood pressure is low and normalDon't worry, your blood pressure is still within the normal range.	0
I often feel cold all over my body, my heart and extremities are cold. How should I treat it? Please answer please send a text message to let me knowAccording to Chinese medicine, the reason for cold hands and feet is caused by yang deficiency. Western medicine believes that it is the cause of poor blood circulation. First of all, keeping warm is the first priority. You need to add more clothes. You can use some warming Chinese medicines for conditioning, and you can use Guifu Dihuang Pills for treatment. Western medicine can use some drugs to improve microcirculation.	1
Now 4 months pregnant, can I still do the Tang screening test?Consider that Down's syndrome screening is to check whether the baby may have Down's syndrome, which is the congenital stupid type, and is usually done at 16-18 weeks of pregnancy. In your case, you can go to the hospital to do it. It is recommended that you pay attention to the combination of rest and nutrition.	1
Now 4 months pregnant, can I still do the Tang screening test?You are now around 17 weeks and can do it. Tang screening is performed between 15-20 weeks of pregnancy, and Siwei can be done at 25 weeks of pregnancy. You can do an ordinary color Doppler ultrasound first, and you can generally rule out obvious congenital deformities of the fetus. Don't worry too much. As long as there is no history of genetic diseases in the family of pregnant women, or advanced maternal age, it is not necessary to do it. I believe that the baby will be very healthy. Of course, do a regular check-up and make a comprehensive nutrition match. The baby will be fine.	0
Now 4 months pregnant, can I still do the Tang screening test?Generally, at 14-19 weeks of pregnancy, go to the hospital on an empty stomach for a Down's screening to prevent the birth of congenitally stupid babies. You are now 4 months pregnant and can do the Tang screening test. At 22-26 weeks of pregnancy, a four-dimensional color Doppler ultrasound can be used for antenatal row, which can three-dimensionally display the color, face, and development of various organs of the fetus, and even the state of the fetus in the mother's body can also be observed. For fetal malformations, such as cleft lip, cleft palate, abnormal bone development, and cardiovascular malformations, it can be diagnosed early.	0
Anal fissure What are the symptoms of anal fissure? I have always had the symptoms of hemorrhoids and anal fissure, bleeding in the stool. Recently, I have been suffering from the symptoms of hemorrhoids and anal fissure, bleeding in the stool. Recently, I feel fatigued after defecating. Slight fever, the temperature is about 37.5-38. I have been suffering from anal fissures, hemorrhoids, and bleeding in stool. Seek expert advice.Pay attention to your diet such as drinking plenty of water, eating more fruits and vegetables (bananas, apples, kiwi, dragon fruit, celery, spinach, fungus, mushrooms, wax gourd, etc.), eating less spicy food (seafood, peppers, beef and mutton, etc.) smoking. The defecation time should not be too long and can be controlled within 3-5 minutes. It is not advisable to squat, stand or sit for a long time at ordinary times. After defecation, wash the anus with warm water. Hemorrhoid symptoms. It is recommended that you eat more black sesame seeds, pig intestines, honey and other things that can moisten the intestines, which are good for laxatives. Eat more foods rich in fiber, such as various vegetables, fruits, bamboo shoots, etc., and drink plenty of boiled water , do not eat spicy food. hemorrhoid symptoms	1
Will the pain on both sides of the waist be related to kidney disease?Low back pain is a common symptom, usually seen in many diseases, such as lumbar spine diseases, such as lumbar disc herniation, spinal stenosis, acute lumbar sprain, spinal small joint dislocation, rheumatoid, etc., lumbar soft tissue diseases, lumbar muscle strain, muscle pull Injuries, etc. can also be seen in diseases of the urogenital system. Your statement of the situation is simple and cannot be diagnosed clearly. It is recommended that you go to the professional department of the hospital for examination based on common possible factors to make a definite diagnosis	0
A sore throat occurs one day after the H1N1 influenza vaccine, duration of onset: within 2 daysThere is no problem with this situation. Pay attention to the necessary water supplementation and reasonable rest.	0
headache, nausea, vomiting, feeling weakYour performance is a gastrointestinal cold, which may be caused by cold, improper diet, decreased resistance, or bacterial infection. The suggestion is to pay attention to rest, avoid cold, drink plenty of water, eat lightly, eat less and eat more, and eat carefully. Chew slowly, you can apply Gankang, Moformine, Amoxicillin for treatment	0
headache, nausea, vomiting, feeling weakCombined with the above description, this situation is generally caused by gastrointestinal cold, which has something to do with the recent improper diet or cold. Therefore, it is recommended to eat as lightly as possible and keep warm. You can take some Huoxiangzhengqi water and Xiangsha Yangwei pills for treatment, which can better invigorate the spleen and remove dampness, wake up the spleen and appetize, and relieve this situation. In addition, it is recommended to measure the body temperature , so as not to delay the treatment of the disease.	1
